r,theta,n,s,psi,eigenvalue
0.15,2.9492502462271526,0.0,0.0,0.24301100459177014,1.5318096764997318
0.15,3.077478517802246,0.0,0.0,0.2331360876901422,1.5318096764997318
0.15,3.2057067893773397,0.0,0.0,0.2473179317103838,1.5318096764997318
0.15,3.333935060952433,0.0,0.0,0.24293559238776502,1.5318096764997318
0.15,3.4621633325275267,0.0,0.0,0.23497217171008786,1.5318096764997318
0.15,3.5903916041026207,0.0,0.0,0.23816541893077633,1.5318096764997318
0.15,3.7186198756777142,0.0,0.0,0.246609567373576,1.5318096764997318
0.15,3.8468481472528078,0.0,0.0,0.23148813926800055,1.5318096764997318
0.15,3.9750764188279013,0.0,0.0,0.2416281533350649,1.5318096764997318
0.15,4.103304690402995,0.0,0.0,0.2345682961713116,1.5318096764997318
0.15,4.231532961978089,0.0,0.0,0.2425571736142788,1.5318096764997318
0.15,4.359761233553182,0.0,0.0,0.2443640677616851,1.5318096764997318
0.15,4.487989505128276,0.0,0.0,0.2434803599916884,1.5318096764997318
0.15,4.616217776703369,0.0,0.0,0.22127577522051212,1.5318096764997318
0.15,4.744446048278463,0.0,0.0,0.22947424981850975,1.5318096764997318
0.15,4.872674319853556,0.0,0.0,0.23608554080033295,1.5318096764997318
0.15,5.00090259142865,0.0,0.0,0.24452709327850355,1.5318096764997318
0.15,5.129130863003743,0.0,0.0,0.2352003245677958,1.5318096764997318
0.15,5.257359134578837,0.0,0.0,0.23888952448148493,1.5318096764997318
0.15,5.385587406153931,0.0,0.0,0.25336905168514456,1.5318096764997318
0.15,5.513815677729024,0.0,0.0,0.24332335461714394,1.5318096764997318
0.15,5.642043949304118,0.0,0.0,0.23833700004346395,1.5318096764997318
0.15,5.770272220879211,0.0,0.0,0.22996674873709586,1.5318096764997318
0.15,5.898500492454305,0.0,0.0,0.24128810021848807,1.5318096764997318
0.15,6.026728764029398,0.0,0.0,0.2338768281882543,1.5318096764997318
0.15,6.154957035604492,0.0,0.0,0.2509924597481229,1.5318096764997318
0.15,6.283185307179586,0.0,0.0,0.23837219687921304,1.5318096764997318
0.2,0.0,0.0,0.0,0.23057470556171902,1.5318096764997318
0.2,0.1282282715750936,0.0,0.0,0.22962372300990164,1.5318096764997318
0.2,0.2564565431501872,0.0,0.0,0.22410551578983437,1.5318096764997318
0.2,0.38468481472528077,0.0,0.0,0.2314081804175247,1.5318096764997318
0.2,0.5129130863003744,0.0,0.0,0.23969881354389916,1.5318096764997318
0.2,0.6411413578754679,0.0,0.0,0.22990820097555634,1.5318096764997318
0.2,0.7693696294505615,0.0,0.0,0.25009190381379137,1.5318096764997318
0.2,0.8975979010256552,0.0,0.0,0.222066586170328,1.5318096764997318
